Video views,Likes,Category,published
0.7697027130344599,0.13238620722672378,0.46153846153846156,2020
0.5930038313694274,0.37542557022874434,0.46153846153846156,2021
0.4050498506658131,0.1825373941446759,0.46153846153846156,2024
0.26478916286429977,0.22849625868141504,0.46153846153846156,2021
0.5012375600464134,0.10766097136098692,0.46153846153846156,2020
0.03687987176431917,0.008052784309202544,0.6923076923076923,2017
0.6698846722160605,0.22134874616592368,0.46153846153846156,2022
0.3474297537622407,0.09395350254226867,0.46153846153846156,2024
0.3735726128019966,0.3441741081386328,0.46153846153846156,2020
0.9617394188907221,0.10266130322144014,0.46153846153846156,2024
0.21173936065260238,0.10140023349919101,0.46153846153846156,2021
0.3720411832029149,0.13345360101233758,0.46153846153846156,2020
0.18386846012121447,0.09109732651042748,0.46153846153846156,2020
0.15213707110245459,0.09659424129627957,0.46153846153846156,2023
0.44322610297757525,0.09514058370445487,0.46153846153846156,2024
0.489262171941759,0.14609258797838226,0.46153846153846156,2024
0.9562112236038632,0.10088013744463098,0.46153846153846156,2022
0.24486986226218752,0.06374549676245646,0.46153846153846156,2022
0.2423628276796931,0.06544832171096368,0.46153846153846156,2024
0.369371081884893,0.08726406625893166,0.46153846153846156,2024
0.1889414662634725,0.06212210070931091,0.46153846153846156,2021
0.021882391145383068,0.13974480475180645,0.46153846153846156,2021
0.8694040446607174,0.5658492744224812,0.46153846153846156,2023
0.26135101722194387,0.0484418335670864,0.46153846153846156,2024
0.30435544262019354,0.03404453023248729,0.46153846153846156,2024
0.22819419198219495,0.3465907050783354,0.46153846153846156,2019
0.5912722955906056,0.11849159087372872,0.46153846153846156,2024
0.6683031578339239,0.01951230658247929,0.46153846153846156,2023
0.4885686724108088,0.03573212224215803,0.46153846153846156,2025
0.04418572742090621,0.2333892962491064,0.46153846153846156,2020
0.8514955898601376,0.059889387102705915,0.46153846153846156,2023
0.5067301136039355,0.08924652444179439,0.46153846153846156,2022
0.3764814904113265,0.14029754281815895,0.46153846153846156,2024
0.44982611262180794,0.03025588073044118,0.9230769230769231,2017
0.7755882574246031,0.04159571562714553,0.46153846153846156,2024
0.7580499641136705,0.12148159915391904,0.46153846153846156,2024
0.3907878010241056,0.09927850273268041,0.46153846153846156,2024
0.5575759524087402,0.07158937219618719,0.46153846153846156,2024
0.8806924559038428,0.16872655895528152,0.46153846153846156,2022
0.7647797282888871,0.0390626955120498,0.46153846153846156,2023
0.5636112852430893,0.023184532909132256,0.46153846153846156,2022
0.6833118201718676,0.11652436562970248,0.46153846153846156,2019
0.7196989974424146,0.023047436459603877,0.46153846153846156,2024
0.6343200501500097,0.06263022802621371,0.46153846153846156,2023
0.19954499721738264,0.04689786640930254,0.46153846153846156,2022
0.1406739454998356,0.03208709759199879,0.46153846153846156,2024
0.14029959086556057,0.028290831620534435,0.46153846153846156,2024
0.18377364846212926,0.20829629371717437,0.46153846153846156,2021
0.04327301960691132,0.04160333209656378,0.46153846153846156,2022
0.2784091954729878,0.13759369617468262,0.46153846153846156,2020
0.6349129142098915,1.0,0.46153846153846156,2020
0.9999999999999999,0.21918240464996339,0.46153846153846156,2018
0.3146349366753628,0.043595582882964244,0.46153846153846156,2024
0.2565883037821466,0.028715177773836555,0.46153846153846156,2022
0.6440236856762878,0.010256120105194324,0.46153846153846156,2021
0.06743950981207489,0.06237453226717269,0.46153846153846156,2023
0.03357357722526108,0.03186404384475024,0.46153846153846156,2024
0.6054048236538083,0.11791491533206173,0.46153846153846156,2024
0.20824367574785316,0.09297424218849455,0.46153846153846156,2024
0.050469387598215676,0.026841526296948734,0.46153846153846156,2021
0.15483559262295407,0.036804956363070566,0.46153846153846156,2024
0.13722624880582732,0.018120668813060285,0.46153846153846156,2023
0.041784686216504635,0.028003581916760695,0.46153846153846156,2019
0.26281815193673197,0.02445430716785937,0.6923076923076923,2016
0.5172087820289275,0.31333611153122587,0.46153846153846156,2020
0.19223424955872973,0.03640563575214267,0.46153846153846156,2023
0.08015475499106509,0.031177473530048606,0.46153846153846156,2018
0.2895166026396777,0.275444176175466,0.46153846153846156,2019
0.34044234414489083,0.02004872364293556,0.6923076923076923,2017
0.10316347137398399,0.021417512004099835,0.46153846153846156,2024
0.23545858209746215,0.028321297498207408,0.46153846153846156,2023
0.6917006719048361,0.034180538614955916,0.3076923076923077,2017
0.2482113326256237,0.0367701382171586,0.46153846153846156,2023
0.11126881993961404,0.0014993564083341585,0.0,2017
0.14595218277637886,0.03458529956118255,0.46153846153846156,2023
0.5156288983141462,0.009956901663763342,0.23076923076923078,2006
0.10394293036980506,0.0493362246902001,0.46153846153846156,2024
0.3688481035688087,0.019666812104963655,0.46153846153846156,2019
0.2441181246114061,0.0414063919587492,0.46153846153846156,2024
0.47178607694280617,0.026373657461256653,0.23076923076923078,2017
0.9004545135824108,0.018780037451268196,0.46153846153846156,2024
0.3972513005154539,0.02799596544734245,0.46153846153846156,2023
0.3038720662255944,0.01856242403931839,0.46153846153846156,2023
0.11545241351580965,0.035480778751356,0.46153846153846156,2024
0.07566296528472266,0.02515719848845724,0.46153846153846156,2022
0.12291294961866842,0.011381181444974816,0.46153846153846156,2024
0.037238385630000176,0.02163730155016914,0.46153846153846156,2023
0.04324483235691301,0.0345374246105536,0.46153846153846156,2022
0.7295652337992615,0.04404277844452109,0.46153846153846156,2023
0.03393651718804924,0.025539110026429147,0.46153846153846156,2024
0.2902825503916979,0.01403824120488194,0.46153846153846156,2024
0.08019295919767438,0.012792404421469304,0.46153846153846156,2024
0.7290070796587991,0.031711714456385376,0.6923076923076923,2017
0.4203273401648977,0.007451083225161333,0.6923076923076923,2010
0.4522171368695985,0.021684088433738348,0.07692307692307693,2012
0.39332488647643293,0.16170635028578081,0.46153846153846156,2018
0.19002259872001928,0.039349945215823544,0.46153846153846156,2024
0.5928179352909262,0.048573489681316036,0.46153846153846156,2023
0.0687482368409221,0.011427968328544025,0.6923076923076923,2017
0.245233734034893,0.018681023348831035,0.46153846153846156,2025
0.7093640606971662,0.05484728434782892,0.23076923076923078,2017
0.6011408614722457,0.042866577952932396,0.07692307692307693,2018
0.06892458186777103,0.024904766930595467,0.6923076923076923,2017
0.08855525434799977,0.04658994343139356,0.46153846153846156,2024
0.1770667136298865,0.017462388241912125,0.46153846153846156,2017
0.4808178775187113,0.05937473138344462,0.46153846153846156,2023
0.06797040851245631,0.02198113074104983,0.46153846153846156,2023
0.26268164178384756,0.025052744050721335,0.46153846153846156,2024
0.6736342753232739,0.025139789415501254,0.38461538461538464,2017
0.6475589725025223,0.02969443812761068,0.07692307692307693,2017
0.3251695136953927,0.2015100194655197,0.46153846153846156,2020
0.012081614435226512,0.013785809647020164,0.46153846153846156,2024
0.7086887314596033,0.044284329331785374,0.6923076923076923,2018
0.5482846427708672,0.00551976419410681,0.07692307692307693,2007
0.49916801022009116,0.00694077977413904,0.07692307692307693,2012
0.0325113139195396,0.011722834501736012,0.46153846153846156,2024
0.4555968114396439,0.0989542587488752,0.46153846153846156,2021
0.3146493797290809,0.03520440971817975,0.46153846153846156,2023
0.25008962846642024,0.009374785786797612,0.46153846153846156,2023
0.08102692907365747,0.007785119812504284,0.6923076923076923,2016
0.3253842958813302,0.23059187583849167,0.46153846153846156,2020
0.0012849658759560567,0.014827089823199982,0.38461538461538464,2017
0.17491446567340388,0.010152753734518166,0.46153846153846156,2024
